ad_id,recommendation,platform,brand,category,ad_type,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,impressions,clicks,ctr,conversions,cpc,cpa,creative_score,landing_page_score,frequency,video_completion_rate
AD-0253,ENDED_WIN,YouTube,Man Matters,Sexual Health,Video,M 25-34,Infographic,Paused,2025-05-26,84,17429.73,541379.85,31.06,287290,16686,5.81,381,1.04,45.75,3.07,5.95,4.17,43.85
AD-0254,ENDED_WIN,Meta,Little Joys,Weight Management,Reel,F 18-24,Doctor Trust,Paused,2025-10-08,42,155124.04,16749327.58,107.97,3547679,78340,2.21,11645,1.98,13.32,5.88,6.65,7.94,80.84
AD-0255,ENDED_WIN,Google,Be Bodywise,Wellness,Video,M 18-24,Doctor Trust,Paused,2025-08-17,15,179058.21,8137896.35,45.45,6905584,335156,4.85,36283,0.53,4.94,8.17,1.27,5.72,56.6
AD-0256,ENDED_OK,Google,Man Matters,Weight Management,Carousel,M 35-44,Infographic,Paused,2025-02-12,45,180047.12,530798.54,2.95,1365833,92469,6.77,277,1.95,649.99,9.25,4.67,6.04,
AD-0257,ENDED_OK,YouTube,Be Bodywise,Sexual Health,Story,M 18-24,UGC Style,Paused,2025-07-19,77,107950.31,941667.31,8.72,1595703,56549,3.54,864,1.91,124.94,2.14,7.52,7.16,
AD-0258,ENDED_WIN,YouTube,Little Joys,Nutrition,Image,M 18-24,Celebrity Endorsement,Paused,2025-07-12,31,190243.69,3937873.43,20.7,1581546,63482,4.01,5191,3,36.65,7.64,3.29,7.72,
AD-0259,SCALE,Google,Man Matters,Skin Care,Video,M 35-44,Lifestyle,Active,2025-09-04,67,86176.03,5464833.18,63.41,3648689,34228,0.94,3937,2.52,21.89,3.5,8.68,2.64,52.09
AD-0260,ENDED_WIN,YouTube,Be Bodywise,Weight Management,Reel,F 25-34,Product Demo,Paused,2025-03-18,55,185828.78,16813195.5,90.48,2075991,165938,7.99,18643,1.12,9.97,3.99,7.35,1,6.71
AD-0261,ENDED_WIN,YouTube,Man Matters,Nutrition,Video,M 35-44,Product Demo,Paused,2025-05-28,59,675.48,39050.66,57.81,27183,1781,6.55,161,0.38,4.2,3.75,5.27,2.72,69.93
AD-0262,SCALE,Meta,Be Bodywise,Nutrition,Reel,F 18-24,Celebrity Endorsement,Active,2025-11-11,5,28190.87,1595888.44,56.61,1199659,36117,3.01,915,0.78,30.81,9.84,7.45,1.56,72.07
AD-0263,ENDED_OK,Instagram,Man Matters,Sexual Health,Video,F 18-24,Lifestyle,Paused,2025-11-10,51,94672.03,439724.07,4.64,2945465,160034,5.43,521,0.59,181.71,2.55,6.07,7.13,73.44
AD-0264,ENDED_WIN,Google,Little Joys,Wellness,Image,F 18-24,Before/After,Paused,2025-07-03,26,56190.45,19157935.45,340.95,1990459,132177,6.64,10594,0.43,5.3,7.88,3.48,1.63,
AD-0265,SCALE,Google,Be Bodywise,Weight Management,Image,M 25-34,Celebrity Endorsement,Active,2025-05-25,34,29171.73,2425633.77,83.15,759728,29321,3.86,1259,0.99,23.17,9.79,3.73,6.46,
AD-0266,ENDED_WIN,Google,Little Joys,Hair Care,Video,M 25-34,Doctor Trust,Completed,2025-10-05,15,49358.37,1388980.22,28.14,476120,13387,2.81,1299,3.69,38,6.01,5.59,7.87,62.47
AD-0267,SCALE,Instagram,Little Joys,Sexual Health,Carousel,F 25-34,Lifestyle,Active,2025-07-18,23,150176.03,29555347.96,196.8,4460074,287692,6.45,19526,0.52,7.69,7.79,8.62,5.59,
AD-0268,MONITOR,Meta,Be Bodywise,Nutrition,Image,F 18-24,Product Demo,Active,2025-08-24,2,41955.6,573043.64,13.66,1064652,12310,1.16,1554,3.41,27,7.24,7.08,3.37,
AD-0269,ENDED_OK,Meta,Little Joys,Hair Care,Story,M 18-24,Lifestyle,Paused,2025-02-16,34,33152.2,370674.63,11.18,1365818,79827,5.84,207,0.42,160.16,7.37,9.78,4.32,
AD-0270,ENDED_WIN,Meta,Be Bodywise,Hair Care,Story,F 35-44,Lifestyle,Completed,2025-09-04,62,152222.77,7063142.52,46.4,7460555,335771,4.5,7379,0.45,20.63,1.89,1.08,1.87,
AD-0271,ENDED_OK,YouTube,Be Bodywise,Skin Care,Carousel,M 18-24,Lifestyle,Completed,2025-08-18,70,50979.45,670425.75,13.15,1796497,31358,1.75,1251,1.63,40.75,5.35,2.06,1.79,
AD-0272,ENDED_WIN,YouTube,Man Matters,Sexual Health,Carousel,M 25-34,Testimonial,Completed,2025-11-04,21,45062.85,1406114.49,31.2,680616,35501,5.22,1691,1.27,26.65,7.49,1.36,5.36,
AD-0273,ENDED_OK,YouTube,Little Joys,Nutrition,Image,M 25-34,Before/After,Completed,2025-01-26,88,101834.36,256905.57,2.52,4977757,38017,0.76,395,2.68,257.81,4.85,3.8,3.19,
AD-0274,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Carousel,M 18-24,Before/After,Paused,2025-02-26,77,105938.65,36651031.7,345.96,4077154,218190,5.35,31405,0.49,3.37,5.58,4.44,4.53,
AD-0275,ENDED_WIN,YouTube,Be Bodywise,Nutrition,Carousel,F 35-44,Infographic,Paused,2025-03-28,29,80902.74,23678479.28,292.68,2508430,156893,6.25,17146,0.52,4.72,2.62,6.85,5.01,
AD-0276,ENDED_WIN,YouTube,Little Joys,Nutrition,Carousel,M 18-24,Before/After,Paused,2025-09-07,64,168415.45,8265169.7,49.08,1901657,122613,6.45,7587,1.37,22.2,4.53,3.49,6.61,
AD-0277,ENDED_OK,Meta,Man Matters,Wellness,Story,F 35-44,UGC Style,Completed,2025-09-03,39,64577.93,700127.29,10.84,1150596,12128,1.05,1602,5.32,40.31,3.09,3.96,3.28,
AD-0278,SCALE,Meta,Little Joys,Nutrition,Image,M 25-34,Testimonial,Active,2025-04-09,34,161084.01,3837377.57,23.82,4419922,212535,4.81,8407,0.76,19.16,5.8,8.01,2.33,
AD-0279,MONITOR,Instagram,Man Matters,Nutrition,Video,M 25-34,Lifestyle,Active,2025-01-04,43,18999.02,1120530.99,58.98,489148,16337,3.34,668,1.16,28.44,2.81,9.56,1.32,58.94
AD-0280,ENDED_WIN,YouTube,Man Matters,Hair Care,Reel,M 35-44,Before/After,Completed,2025-03-09,90,195460.14,19299467.73,98.74,5696012,286190,5.02,38048,0.68,5.14,7.91,4.26,5.18,84.2
AD-0281,SCALE,Instagram,Be Bodywise,Sexual Health,Image,F 25-34,Before/After,Active,2025-10-09,55,26733.24,504880.39,18.89,176750,13190,7.46,1011,2.03,26.44,5,1.02,7.9,
AD-0282,ENDED_WIN,YouTube,Little Joys,Hair Care,Carousel,M 25-34,Before/After,Completed,2025-09-14,70,13398.95,590613.05,44.08,477054,9762,2.05,591,1.37,22.67,6.98,3.54,1.86,
AD-0283,ENDED_WIN,Meta,Little Joys,Wellness,Carousel,M 25-34,Celebrity Endorsement,Completed,2025-11-01,17,11399.34,600038.44,52.64,170849,4607,2.7,372,2.47,30.64,6.01,6.43,5.02,
AD-0284,ENDED_WIN,Instagram,Little Joys,Weight Management,Carousel,F 35-44,Doctor Trust,Completed,2025-08-08,23,196888.7,34808600.19,176.79,8837680,196925,2.23,26747,1,7.36,1.32,4.63,5,
AD-0285,ENDED_WIN,Google,Man Matters,Weight Management,Story,M 18-24,Doctor Trust,Paused,2025-07-20,23,72412.55,1650371.74,22.79,1393642,77449,5.56,850,0.93,85.19,8.52,5.92,3.53,
AD-0286,ENDED_OK,Google,Little Joys,Sexual Health,Story,M 35-44,Celebrity Endorsement,Paused,2025-05-21,9,64306.5,627338.61,9.76,1531270,18505,1.21,1995,3.48,32.23,7.26,9.26,2.41,
AD-0287,ENDED_OK,YouTube,Be Bodywise,Wellness,Carousel,F 25-34,Before/After,Completed,2025-02-27,26,109165.64,570780.21,5.23,3510350,157547,4.49,602,0.69,181.34,5.93,7.44,6.39,
AD-0288,ENDED_WIN,Instagram,Be Bodywise,Skin Care,Reel,F 35-44,Lifestyle,Paused,2025-02-05,12,26825.01,9802990.96,365.44,1059110,62552,5.91,8353,0.43,3.21,6.57,8.6,1.49,83.12
AD-0289,SCALE,Meta,Be Bodywise,Skin Care,Image,M 18-24,Testimonial,Active,2025-03-07,82,114622.17,2507514.18,21.88,2079688,24084,1.16,2734,4.76,41.92,3.5,3.14,2.96,
AD-0290,ENDED_WIN,Google,Little Joys,Weight Management,Reel,F 35-44,Infographic,Paused,2025-10-11,70,160935.28,32942735.32,204.7,7817855,485332,6.21,16767,0.33,9.6,7.62,7.95,3.77,59.63
AD-0291,ENDED_OK,Meta,Little Joys,Sexual Health,Reel,F 35-44,Celebrity Endorsement,Paused,2025-09-24,7,177079.14,1934030.34,10.92,1028636,14451,1.4,1716,12.25,103.19,2.26,3.84,3.94,23.15
AD-0292,MONITOR,YouTube,Be Bodywise,Skin Care,Image,M 18-24,Infographic,Active,2025-10-14,26,82807.06,375402.53,4.53,447309,4908,1.1,553,16.87,149.74,1.93,1.52,7,
AD-0293,ENDED_WIN,Instagram,Little Joys,Nutrition,Story,F 18-24,UGC Style,Paused,2025-01-14,86,55346.73,8903664.43,160.87,1762645,32803,1.86,4790,1.69,11.55,6.48,2.95,5.06,
AD-0294,ENDED_WIN,Instagram,Little Joys,Hair Care,Reel,M 25-34,Celebrity Endorsement,Paused,2025-03-22,70,167947.77,18262415.48,108.74,6433205,500912,7.79,15734,0.34,10.67,3.22,5.21,5.33,37.99
AD-0295,ENDED_WIN,Instagram,Be Bodywise,Nutrition,Reel,M 25-34,Celebrity Endorsement,Completed,2025-02-12,83,126265.72,7137535.28,56.53,1828623,84679,4.63,9828,1.49,12.85,6.99,8.3,1.77,22.73
AD-0296,MONITOR,YouTube,Man Matters,Wellness,Carousel,F 25-34,UGC Style,Active,2025-07-25,55,199170.06,656727.72,3.3,1726467,18063,1.05,540,11.03,368.83,2.21,1.03,2.61,
AD-0297,ENDED_LOSS,Meta,Be Bodywise,Skin Care,Story,F 35-44,Infographic,Completed,2025-06-06,65,133697.44,231700.74,1.73,2475551,31245,1.26,211,4.28,633.64,8.49,9.14,6.41,
AD-0298,ENDED_OK,Meta,Man Matters,Hair Care,Story,M 35-44,Testimonial,Completed,2025-02-28,77,184961,1227024.56,6.63,1176430,14987,1.27,815,12.34,226.95,3.03,6.51,4.09,
AD-0299,ENDED_WIN,Google,Little Joys,Hair Care,Carousel,F 18-24,Testimonial,Completed,2025-01-25,11,22712.42,3271796.67,144.05,418934,21719,5.18,2398,1.05,9.47,2.14,1.93,2.69,
AD-0300,ENDED_WIN,Instagram,Be Bodywise,Wellness,Video,F 18-24,Before/After,Completed,2025-10-13,3,197479.49,33944969.44,171.89,6837213,360147,5.27,28657,0.55,6.89,7.67,4.73,4.27,6.55
AD-0301,ENDED_WIN,YouTube,Be Bodywise,Weight Management,Carousel,M 35-44,Before/After,Paused,2025-06-05,8,103316.27,8961357.68,86.74,4327080,337258,7.79,32712,0.31,3.16,5.14,5.93,3.46,
AD-0302,ENDED_WIN,YouTube,Man Matters,Weight Management,Story,M 18-24,Doctor Trust,Completed,2025-11-04,43,49869.57,5607440.76,112.44,630002,43151,6.85,2943,1.16,16.95,2.96,2.23,5.63,
AD-0303,ENDED_OK,Instagram,Man Matters,Skin Care,Carousel,M 18-24,Before/After,Paused,2025-09-04,40,54181.18,217030.88,4.01,1255644,18897,1.5,388,2.87,139.64,4.64,7.99,2.69,
AD-0304,SCALE,Instagram,Be Bodywise,Sexual Health,Reel,M 35-44,Doctor Trust,Active,2025-05-26,46,71192.54,9532102.1,133.89,2074900,143727,6.93,5754,0.5,12.37,6.76,7.14,5.02,71.55
AD-0305,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Video,F 18-24,Testimonial,Completed,2025-07-10,60,53457.91,1631708.56,30.52,1402327,12489,0.89,940,4.28,56.87,7.01,9.75,2.61,71.63
AD-0306,ENDED_WIN,Instagram,Man Matters,Sexual Health,Reel,F 35-44,Doctor Trust,Completed,2025-07-02,24,177872.08,18358103.68,103.21,7451882,443857,5.96,14584,0.4,12.2,1.9,5.31,3.23,77.63
AD-0307,ENDED_OK,Instagram,Man Matters,Hair Care,Reel,M 25-34,Infographic,Paused,2025-01-01,8,50144.43,218472.25,4.36,985639,68300,6.93,574,0.73,87.36,4.87,9.43,5.88,25.46
AD-0308,SCALE,Meta,Little Joys,Weight Management,Carousel,M 25-34,UGC Style,Active,2025-09-07,7,98604.41,7692517.07,78.01,4337232,317523,7.32,5060,0.31,19.49,6.07,5.76,5.81,
AD-0309,ENDED_WIN,YouTube,Little Joys,Weight Management,Video,F 25-34,UGC Style,Paused,2025-04-18,76,90412.28,1895180.32,20.96,3363342,108731,3.23,1670,0.83,54.14,8.15,3.21,6.75,49.25
AD-0310,SCALE,YouTube,Man Matters,Hair Care,Image,M 25-34,Product Demo,Active,2025-03-04,17,64713.55,23100725.07,356.97,2390079,137587,5.76,14129,0.47,4.58,8.1,3.04,2.8,
AD-0311,ENDED_OK,Google,Little Joys,Weight Management,Carousel,F 18-24,Product Demo,Completed,2025-08-19,76,97515.7,1360108.86,13.95,1135022,68370,6.02,1968,1.43,49.55,6.62,2.41,2.63,
AD-0312,ENDED_WIN,Google,Man Matters,Weight Management,Image,M 25-34,Product Demo,Completed,2025-06-01,27,167291.92,5053151.22,30.21,4506934,207459,4.6,24914,0.81,6.71,4.29,2.4,3.89,
AD-0313,SCALE,YouTube,Be Bodywise,Weight Management,Carousel,M 35-44,UGC Style,Active,2025-10-27,33,65594.03,9203256.78,140.31,2944770,217255,7.38,13302,0.3,4.93,7.31,5.9,4.97,
AD-0314,MONITOR,YouTube,Little Joys,Sexual Health,Video,M 35-44,UGC Style,Active,2025-04-19,50,99079.66,1465419.85,14.79,4524837,123891,2.74,5118,0.8,19.36,1.46,9.23,1.13,45.51
AD-0315,SCALE,YouTube,Little Joys,Hair Care,Reel,F 18-24,Celebrity Endorsement,Active,2025-01-12,9,138910.37,28367981.42,204.22,3608881,226973,6.29,14676,0.61,9.47,9.49,2.51,2.46,76.89
AD-0316,ENDED_WIN,Meta,Be Bodywise,Skin Care,Story,M 18-24,UGC Style,Completed,2025-02-10,88,171721,5756335.46,33.52,5635756,105854,1.88,9724,1.62,17.66,9.36,7.44,4.41,
AD-0317,ENDED_WIN,Instagram,Be Bodywise,Nutrition,Reel,M 18-24,Product Demo,Completed,2025-03-25,71,139897.87,8103018.29,57.92,4847125,41577,0.86,4959,3.36,28.21,6.4,1.21,3.22,21.34
AD-0318,SCALE,Meta,Little Joys,Hair Care,Video,M 18-24,Infographic,Active,2025-09-09,3,81894.92,3364766.06,41.09,1017930,74967,7.36,2270,1.09,36.08,9.05,9.9,5.04,77.44
AD-0319,ENDED_WIN,Google,Be Bodywise,Weight Management,Story,F 35-44,Lifestyle,Completed,2025-04-20,3,148096.9,55863752.61,377.21,3351965,256068,7.64,30352,0.58,4.88,9.9,2.06,7.48,
AD-0320,ENDED_WIN,Google,Be Bodywise,Hair Care,Reel,M 18-24,UGC Style,Completed,2025-08-18,15,196579.75,36507896.49,185.72,8579654,266563,3.11,37323,0.74,5.27,8.75,4.45,5.42,17.71
AD-0321,SCALE,Instagram,Man Matters,Nutrition,Video,M 25-34,Testimonial,Active,2025-04-11,5,22319.42,425171.1,19.05,303221,15375,5.07,1658,1.45,13.46,9.61,2.9,6.53,49.09
AD-0322,ENDED_LOSS,Instagram,Be Bodywise,Weight Management,Reel,F 25-34,Before/After,Paused,2025-10-02,23,89573.47,13623.59,0.15,646729,12226,1.89,25,7.33,3582.94,8.33,7.03,3.53,32.59
AD-0323,ENDED_WIN,YouTube,Man Matters,Wellness,Image,F 35-44,Testimonial,Completed,2025-05-16,33,141654.38,5672814.49,40.05,4769045,280824,5.89,9765,0.5,14.51,8.74,4.32,2.21,
AD-0324,KILL,YouTube,Little Joys,Sexual Health,Story,F 35-44,Celebrity Endorsement,Active,2025-10-14,85,119224.71,189059.95,1.59,791930,27495,3.47,393,4.34,303.37,4.6,9.11,3.24,
AD-0325,SCALE,Google,Man Matters,Sexual Health,Video,F 25-34,Celebrity Endorsement,Active,2025-05-26,48,120088.99,28704586.87,239.03,5181623,385799,7.45,27096,0.31,4.43,1.84,9.42,5.06,9.1
AD-0326,SCALE,Meta,Man Matters,Nutrition,Image,M 18-24,Doctor Trust,Active,2025-11-01,29,98248.14,4491469.91,45.72,4256963,128744,3.02,16378,0.76,6,2.59,5.27,5.67,
AD-0327,SCALE,Google,Be Bodywise,Sexual Health,Carousel,F 25-34,Before/After,Active,2025-07-16,31,86141.53,8784191.51,101.97,4009145,91992,2.29,6985,0.94,12.33,8.68,6.42,3.34,
AD-0328,ENDED_WIN,Meta,Be Bodywise,Weight Management,Story,F 18-24,Product Demo,Completed,2025-06-26,43,115083.89,6361618.47,55.28,1561626,77912,4.99,10320,1.48,11.15,4.19,5.7,6.49,
AD-0329,ENDED_WIN,Instagram,Be Bodywise,Wellness,Image,F 35-44,Infographic,Paused,2025-01-21,86,12441.47,360936.28,29.01,71291,4155,5.83,254,2.99,48.98,8.49,7.06,4.21,
AD-0330,SCALE,YouTube,Man Matters,Wellness,Story,M 35-44,Doctor Trust,Active,2025-02-07,24,67505.9,11147677.26,165.14,3232134,244240,7.56,16410,0.28,4.11,5.84,2.65,6.22,
AD-0331,ENDED_WIN,Meta,Be Bodywise,Weight Management,Image,F 35-44,UGC Style,Completed,2025-06-25,2,167149.74,49628525.12,296.91,4667405,258686,5.54,26303,0.65,6.35,1.32,9.7,2.68,
AD-0332,ENDED_WIN,Meta,Man Matters,Weight Management,Image,M 35-44,Celebrity Endorsement,Completed,2025-06-20,87,70797.04,6388398.81,90.24,1046763,63443,6.06,5249,1.12,13.49,6.45,6.26,1.99,
AD-0333,ENDED_WIN,Instagram,Be Bodywise,Nutrition,Image,M 25-34,Lifestyle,Completed,2025-05-24,72,55978.26,20849985.83,372.47,2294852,163450,7.12,10796,0.34,5.19,3.23,5.27,5.69,
AD-0334,MONITOR,Meta,Man Matters,Skin Care,Reel,M 35-44,Product Demo,Active,2025-10-22,68,149603.47,1585915.28,10.6,2857893,91576,3.2,3323,1.63,45.02,8.05,1.25,3.59,43.14
AD-0335,MONITOR,Instagram,Little Joys,Weight Management,Video,M 35-44,Product Demo,Active,2025-08-14,69,176237.85,919012.26,5.21,2014674,28034,1.39,3728,6.29,47.27,3.99,3.26,5.68,74.71
AD-0336,ENDED_OK,Instagram,Be Bodywise,Hair Care,Story,M 18-24,Testimonial,Paused,2025-11-18,5,24125.98,76137.83,3.16,538523,15575,2.89,331,1.55,72.89,4.04,9.36,6.13,
AD-0337,ENDED_WIN,Meta,Little Joys,Hair Care,Video,F 25-34,Doctor Trust,Completed,2025-09-14,70,137921.81,3799752.07,27.55,1835110,145527,7.93,11900,0.95,11.59,9.96,2.92,7.11,16.94
AD-0338,ENDED_WIN,YouTube,Man Matters,Nutrition,Image,F 35-44,Product Demo,Completed,2025-02-19,31,38135.28,12445830.63,326.36,1232634,72200,5.86,6604,0.53,5.77,4.5,6.4,4.71,
AD-0339,ENDED_WIN,Instagram,Man Matters,Nutrition,Reel,F 18-24,Testimonial,Paused,2025-09-01,48,168685.56,7274666.28,43.13,7642842,422966,5.53,11454,0.4,14.73,8.32,4.15,5.11,17.46
AD-0340,ENDED_WIN,Instagram,Little Joys,Wellness,Carousel,M 18-24,Lifestyle,Completed,2025-09-11,49,96402.48,16594149.29,172.13,2057497,141053,6.86,8671,0.68,11.12,7.2,6.74,5.68,
AD-0341,ENDED_WIN,Meta,Be Bodywise,Nutrition,Story,M 35-44,Infographic,Completed,2025-11-24,60,100391.66,4207969.78,41.92,2463509,121840,4.95,13990,0.82,7.18,1.39,4.64,7.63,
AD-0342,ENDED_WIN,Instagram,Man Matters,Hair Care,Carousel,M 25-34,Lifestyle,Completed,2025-07-20,36,47792.85,6774012.89,141.74,701520,43291,6.17,3549,1.1,13.47,6.47,6.97,7.51,
AD-0343,SCALE,YouTube,Little Joys,Hair Care,Image,M 35-44,Infographic,Active,2025-10-21,50,38108.95,1403213.98,36.82,858214,38786,4.52,1009,0.98,37.77,8.28,9.52,1.19,
AD-0344,ENDED_LOSS,Meta,Man Matters,Hair Care,Reel,M 25-34,Product Demo,Paused,2025-09-17,20,66539.86,143971.57,2.16,2035336,150302,7.38,114,0.44,583.68,6.51,3.31,6.69,11.3
AD-0345,ENDED_WIN,Instagram,Little Joys,Nutrition,Reel,M 35-44,Infographic,Completed,2025-04-14,48,72987.57,5805736.6,79.54,2860009,158679,5.55,17549,0.46,4.16,6.3,2.2,5.85,59.44
AD-0346,ENDED_WIN,Instagram,Little Joys,Nutrition,Story,F 25-34,Lifestyle,Paused,2025-04-16,90,124937.3,13351014.85,106.86,2293218,170898,7.45,17025,0.73,7.34,8.3,3.25,7.75,
AD-0347,ENDED_WIN,Instagram,Little Joys,Skin Care,Carousel,F 18-24,Lifestyle,Paused,2025-04-06,72,125858.93,5290780.97,42.04,5951546,426461,7.17,3196,0.3,39.38,7.76,4.28,6.47,
AD-0348,ENDED_WIN,Meta,Little Joys,Wellness,Image,F 35-44,Celebrity Endorsement,Paused,2025-04-27,39,181813.12,68917206.48,379.06,7740123,428719,5.54,57522,0.42,3.16,5.48,7.67,7.72,
AD-0349,SCALE,Google,Little Joys,Hair Care,Reel,F 35-44,Before/After,Active,2025-10-13,85,54862.31,13411856.35,244.46,2214282,149521,6.75,13896,0.37,3.95,5.18,6.65,2.11,33.84
AD-0350,SCALE,Google,Man Matters,Sexual Health,Carousel,F 35-44,Testimonial,Active,2025-09-06,40,95666.01,7501943.94,78.42,1852612,54208,2.93,5548,1.76,17.24,3.19,5.69,1.52,
AD-0351,ENDED_WIN,Google,Little Joys,Weight Management,Story,F 25-34,UGC Style,Paused,2025-02-16,62,147514.28,4445123.78,30.13,2786380,86215,3.09,5317,1.71,27.74,7.03,6.76,6.38,
AD-0352,KILL,Meta,Man Matters,Nutrition,Image,M 18-24,Doctor Trust,Active,2025-01-10,65,134058.33,177604.56,1.32,4914719,43678,0.89,851,3.07,157.53,3.19,2.43,6.23,
AD-0353,ENDED_WIN,Instagram,Little Joys,Weight Management,Video,M 35-44,Doctor Trust,Paused,2025-05-23,55,38756.51,6557970.49,169.21,1839060,38540,2.1,4668,1.01,8.3,2.92,2.36,4.5,13.8
AD-0354,ENDED_WIN,Meta,Be Bodywise,Nutrition,Image,M 25-34,Doctor Trust,Paused,2025-01-06,78,93401.48,3081713.29,32.99,2744852,121692,4.43,11435,0.77,8.17,9.29,6.96,2.78,
AD-0355,ENDED_OK,Meta,Little Joys,Wellness,Carousel,F 35-44,Testimonial,Paused,2025-08-05,89,14789.42,183850.07,12.43,620495,21369,3.44,916,0.69,16.15,6.64,8.28,2.27,
AD-0356,ENDED_WIN,Google,Man Matters,Nutrition,Reel,M 25-34,Doctor Trust,Paused,2025-08-01,21,123842.42,3282904.27,26.51,939901,15188,1.62,1763,8.15,70.25,5.62,2.68,2.94,67.43
AD-0357,ENDED_OK,YouTube,Man Matters,Sexual Health,Story,M 18-24,Celebrity Endorsement,Paused,2025-02-05,12,97862.89,563350.02,5.76,2237016,14253,0.64,725,6.87,134.98,9.1,5.56,1.29,
AD-0358,ENDED_WIN,YouTube,Man Matters,Sexual Health,Story,F 25-34,Infographic,Paused,2025-06-25,11,20054.3,3471336.91,173.1,428751,20499,4.78,2915,0.98,6.88,8.34,9.98,3.22,
AD-0359,SCALE,Meta,Be Bodywise,Nutrition,Story,F 18-24,UGC Style,Active,2025-08-01,90,175750.53,2824533.62,16.07,1576686,29776,1.89,2797,5.9,62.84,7.24,2.01,3.69,
AD-0360,ENDED_WIN,YouTube,Man Matters,Hair Care,Video,F 35-44,Doctor Trust,Completed,2025-05-03,64,156199.58,4417389.05,28.28,830762,66171,7.97,9802,2.36,15.94,5.38,6.79,1.83,70.71
AD-0361,ENDED_WIN,Meta,Little Joys,Wellness,Story,F 18-24,Before/After,Completed,2025-10-01,9,82335.57,1592809.73,19.35,1479327,13156,0.89,1174,6.26,70.13,7.43,7,6.01,
AD-0362,ENDED_WIN,Google,Be Bodywise,Wellness,Video,M 18-24,UGC Style,Paused,2025-11-04,65,13078.68,858229.18,65.62,476506,8898,1.87,933,1.47,14.02,5.42,3.95,7.4,5.35
AD-0363,ENDED_WIN,Meta,Little Joys,Wellness,Video,M 25-34,Doctor Trust,Completed,2025-06-26,38,96474.24,14403621.88,149.3,2258405,131470,5.82,15983,0.73,6.04,1.99,2.28,7.75,65.81
AD-0364,ENDED_WIN,Instagram,Man Matters,Skin Care,Image,M 35-44,Celebrity Endorsement,Paused,2025-11-08,37,141809.3,39857043.81,281.06,5106823,256539,5.02,30157,0.55,4.7,1.98,8.14,7.65,
AD-0365,ENDED_WIN,Meta,Be Bodywise,Nutrition,Image,F 25-34,Testimonial,Paused,2025-05-23,43,187478.89,25961077.85,138.47,2214830,154629,6.98,14607,1.21,12.83,6.73,2.33,3.13,
AD-0366,ENDED_WIN,YouTube,Be Bodywise,Weight Management,Image,M 25-34,Before/After,Paused,2025-10-28,59,20590.23,880787.61,42.78,579008,14081,2.43,901,1.46,22.85,3.82,8.86,4.9,
AD-0367,SCALE,Meta,Man Matters,Weight Management,Video,F 35-44,Before/After,Active,2025-03-27,75,40185.02,736198.66,18.32,722815,34783,4.81,1259,1.16,31.92,5.36,9.2,4.38,48.51
AD-0368,SCALE,YouTube,Be Bodywise,Wellness,Reel,F 18-24,Testimonial,Active,2025-08-22,4,103928.64,2796476.18,26.91,2433897,60581,2.49,4116,1.72,25.25,4.72,5.97,2.11,21.9
AD-0369,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Image,M 25-34,Doctor Trust,Paused,2025-09-07,1,34688.58,690659.18,19.91,544725,25970,4.77,1028,1.34,33.74,7.7,5.44,1.21,
AD-0370,ENDED_WIN,Instagram,Little Joys,Nutrition,Reel,F 25-34,Celebrity Endorsement,Paused,2025-09-01,37,59463.35,9040554.06,152.04,1377009,63212,4.59,6712,0.94,8.86,1.76,4.07,4.82,52.33
AD-0371,SCALE,Instagram,Little Joys,Hair Care,Video,F 18-24,Before/After,Active,2025-06-02,55,171468.05,6593408.53,38.45,3237058,128703,3.98,6352,1.33,26.99,6.76,3.37,4.26,49.22
AD-0372,ENDED_WIN,Meta,Little Joys,Weight Management,Reel,M 35-44,Testimonial,Completed,2025-07-23,84,171401.08,8941661.16,52.17,5998105,315325,5.26,15135,0.54,11.32,9.34,2.66,7.93,23.76
AD-0373,ENDED_WIN,YouTube,Man Matters,Wellness,Carousel,F 35-44,Celebrity Endorsement,Paused,2025-10-09,42,113366.42,6703174.83,59.13,3123727,194256,6.22,8563,0.58,13.24,8.17,3.18,1.7,
AD-0374,SCALE,YouTube,Man Matters,Weight Management,Image,M 25-34,Testimonial,Active,2025-04-25,14,121077.57,2890532.2,23.87,1319380,52289,3.96,6172,2.32,19.62,5.1,1.81,6.89,
AD-0375,SCALE,Meta,Little Joys,Wellness,Reel,F 25-34,Product Demo,Active,2025-05-21,27,115307.88,14511285.18,125.85,889274,68907,7.75,9257,1.67,12.46,6.37,1.36,1.91,69.55
AD-0376,SCALE,Instagram,Be Bodywise,Wellness,Video,M 35-44,Celebrity Endorsement,Active,2025-02-20,76,154458.03,3499835.37,22.66,2779983,164988,5.93,5133,0.94,30.09,9.62,7.8,1.16,48.23
AD-0377,ENDED_WIN,Meta,Be Bodywise,Nutrition,Carousel,F 18-24,UGC Style,Completed,2025-02-12,78,50521.07,2827470.11,55.97,379128,12029,3.17,1563,4.2,32.32,6.48,6.31,6.37,
AD-0378,ENDED_WIN,Google,Man Matters,Weight Management,Video,M 35-44,Lifestyle,Paused,2025-03-13,52,71611.04,1620953.25,22.64,2912968,59506,2.04,3673,1.2,19.5,2.98,6.02,4.44,33.84
